"","grant_id","approved","title","word"
"0...4","6841","FALSE","4C Labs","hopes"
"0...9","6841","FALSE","4C Labs","introduction"
"0...14","6841","FALSE","4C Labs","creators"
"0...22","6841","FALSE","4C Labs","creators"
"0...32","6841","FALSE","4C Labs","minted"
"0...44","6841","FALSE","4C Labs","creators"
"0...45","6841","FALSE","4C Labs","addition"
"0...67","6841","FALSE","4C Labs","creators"
"0...77","6841","FALSE","4C Labs","creators"
"0...90","6841","FALSE","4C Labs","creating"
"0...96","6841","FALSE","4C Labs","publication"
"1...156","6842","TRUE","C# library for accessing NFTs on mobile devices","objects"
"1...157","6842","TRUE","C# library for accessing NFTs on mobile devices","difference"
"1...169","6842","TRUE","C# library for accessing NFTs on mobile devices","allowing"
"1...193","6842","TRUE","C# library for accessing NFTs on mobile devices","expand"
"2...197","6843","FALSE","VDAO - First VC DAO","investing"
"2...199","6843","FALSE","VDAO - First VC DAO","investments"
"3...212","6844","FALSE","Unisound: Web3.0 sample pack marketplace for music producers","professional"
"4...241","6845","FALSE","Univerz.io decentralized - marketplace platform","implemented"
"4...269","6845","FALSE","Univerz.io decentralized - marketplace platform","supported"
"4...274","6845","FALSE","Univerz.io decentralized - marketplace platform","interacts"
"4...286","6845","FALSE","Univerz.io decentralized - marketplace platform","improves"
"4...287","6845","FALSE","Univerz.io decentralized - marketplace platform","concepts"
"4...294","6845","FALSE","Univerz.io decentralized - marketplace platform","providing"
"4...299","6845","FALSE","Univerz.io decentralized - marketplace platform","reviews"
"4...301","6845","FALSE","Univerz.io decentralized - marketplace platform","history"
"4...302","6845","FALSE","Univerz.io decentralized - marketplace platform","witness"
"4...319","6845","FALSE","Univerz.io decentralized - marketplace platform","interacted"
"4...327","6845","FALSE","Univerz.io decentralized - marketplace platform","benefits"
"4...329","6845","FALSE","Univerz.io decentralized - marketplace platform","review"
"4...335","6845","FALSE","Univerz.io decentralized - marketplace platform","honesty"
"4...338","6845","FALSE","Univerz.io decentralized - marketplace platform","review"
"4...343","6845","FALSE","Univerz.io decentralized - marketplace platform","reviews"
"4...346","6845","FALSE","Univerz.io decentralized - marketplace platform","implemented"
"4...348","6845","FALSE","Univerz.io decentralized - marketplace platform","active"
"4...354","6845","FALSE","Univerz.io decentralized - marketplace platform","directly"
"4...357","6845","FALSE","Univerz.io decentralized - marketplace platform","consists"
"4...365","6845","FALSE","Univerz.io decentralized - marketplace platform","inherent"
"4...368","6845","FALSE","Univerz.io decentralized - marketplace platform","active"
"4...376","6845","FALSE","Univerz.io decentralized - marketplace platform","creation"
"4...379","6845","FALSE","Univerz.io decentralized - marketplace platform","arguably"
"5...397","6846","FALSE","Daemons","introducing"
"5...400","6846","FALSE","Daemons","advanced"
"5...406","6846","FALSE","Daemons","related"
"5...407","6846","FALSE","Daemons","actions"
"5...409","6846","FALSE","Daemons","conditions"
"5...410","6846","FALSE","Daemons","called"
"5...414","6846","FALSE","Daemons","actions"
"5...415","6846","FALSE","Daemons","related"
"5...419","6846","FALSE","Daemons","condition"
"5...422","6846","FALSE","Daemons","condition"
"5...423","6846","FALSE","Daemons","satisfied"
"5...425","6846","FALSE","Daemons","retrieved"
"5...426","6846","FALSE","Daemons","executed"
"5...427","6846","FALSE","Daemons","fashion"
"5...438","6846","FALSE","Daemons","coding"
"5...442","6846","FALSE","Daemons","actions"
"5...445","6846","FALSE","Daemons","actions"
"5...449","6846","FALSE","Daemons","friction"
"5...460","6846","FALSE","Daemons","sophisticated"
"5...461","6846","FALSE","Daemons","software"
"5...473","6846","FALSE","Daemons","actions"
"5...475","6846","FALSE","Daemons","inspired"
"5...497","6846","FALSE","Daemons","software"
"5...503","6846","FALSE","Daemons","instantly"
"5...504","6846","FALSE","Daemons","hassle"
"5...522","6846","FALSE","Daemons","removing"
"5...546","6846","FALSE","Daemons","reading"
"5...554","6846","FALSE","Daemons","information"
"6...568","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","python"
"6...572","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","coming"
"6...608","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","experienced"
"6...613","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","traditionally"
"6...616","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","bounty"
"6...624","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","performance"
"6...625","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","verification"
"6...658","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","bounty"
"6...660","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","application"
"6...667","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","convert"
"6...679","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","published"
"6...680","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","constantly"
"6...681","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","updated"
"6...689","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","python"
"6...696","6847","TRUE","zkMachineLearning - an end-to-end platform to bridge Web2 developers into Web3","python"
"7...720","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","directly"
"7...723","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","receive"
"7...749","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","whales"
"7...752","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","offered"
"7...784","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","cheating"
"7...785","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","conversion"
"7...789","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","reflection"
"7...801","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","benefits"
"7...802","6848","TRUE","NFT Curator --New Web 3.0 Advertising model","receive"
"8...812","6849","TRUE","Dory","interactive"
"8...815","6849","TRUE","Dory","readers"
"8...828","6849","TRUE","Dory","profits"
"9...843","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","offering"
"9...844","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","consumers"
"9...852","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","creation"
"9...863","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","relative"
"9...873","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","releasing"
"9...886","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","released"
"9...905","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","introducing"
"9...914","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","wrapper"
"9...918","6850","TRUE","SnowCone DAO - Full Suite of DAO Tools and Management","python"
"10...945","6851","FALSE","Magpie Protocol","finality"
"10...946","6851","FALSE","Magpie Protocol","cost"
"10...948","6851","FALSE","Magpie Protocol","top"
"10...952","6851","FALSE","Magpie Protocol","extremely"
"10...972","6851","FALSE","Magpie Protocol","top"
"10...976","6851","FALSE","Magpie Protocol","cost"
"10...977","6851","FALSE","Magpie Protocol","reducing"
"10...978","6851","FALSE","Magpie Protocol","complexity"
"10...988","6851","FALSE","Magpie Protocol","options"
"10...1017","6851","FALSE","Magpie Protocol","providing"
"10...1034","6851","FALSE","Magpie Protocol","universally"
"10...1046","6851","FALSE","Magpie Protocol","offers"
"10...1051","6851","FALSE","Magpie Protocol","invest"
"10...1055","6851","FALSE","Magpie Protocol","simplicity"
"10...1057","6851","FALSE","Magpie Protocol","integrity"
"11...1066","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","racing"
"11...1069","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","powered"
"11...1089","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","interactive"
"11...1094","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","supports"
"11...1110","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","racing"
"11...1143","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","conditions"
"11...1149","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","options"
"11...1155","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","executed"
"11...1168","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","real"
"11...1172","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","offering"
"11...1175","6852","FALSE","RacewayX - NFT Driven Strategy based Car Racing Game","constraints"
"12...1182","6853","TRUE","Polyflare","accounts"
"12...1197","6853","TRUE","Polyflare","investments"
"12...1198","6853","TRUE","Polyflare","invest"
"12...1201","6853","TRUE","Polyflare","directly"
"13...1208","6854","FALSE","Education","education"
"14...1216","6855","FALSE","Benefits of Grant Writing","benefits"
"14...1238","6855","FALSE","Benefits of Grant Writing","education"
"14...1243","6855","FALSE","Benefits of Grant Writing","reasons"
"14...1249","6855","FALSE","Benefits of Grant Writing","opportunities"
"14...1254","6855","FALSE","Benefits of Grant Writing","top"
"14...1256","6855","FALSE","Benefits of Grant Writing","apply"
"14...1259","6855","FALSE","Benefits of Grant Writing","interview"
"14...1262","6855","FALSE","Benefits of Grant Writing","offer"
"14...1264","6855","FALSE","Benefits of Grant Writing","application"
"14...1268","6855","FALSE","Benefits of Grant Writing","impressively"
"14...1273","6855","FALSE","Benefits of Grant Writing","professionalism"
"14...1285","6855","FALSE","Benefits of Grant Writing","receive"
"14...1286","6855","FALSE","Benefits of Grant Writing","invitation"
"14...1292","6855","FALSE","Benefits of Grant Writing","institutions"
"14...1293","6855","FALSE","Benefits of Grant Writing","mentioned"
"14...1296","6855","FALSE","Benefits of Grant Writing","authority"
"14...1309","6855","FALSE","Benefits of Grant Writing","apply"
"14...1314","6855","FALSE","Benefits of Grant Writing","information"
"14...1318","6855","FALSE","Benefits of Grant Writing","applications"
"14...1320","6855","FALSE","Benefits of Grant Writing","software"
"14...1332","6855","FALSE","Benefits of Grant Writing","achievements"
"14...1333","6855","FALSE","Benefits of Grant Writing","cover"
"14...1341","6855","FALSE","Benefits of Grant Writing","cover"
"14...1349","6855","FALSE","Benefits of Grant Writing","touch"
"14...1353","6855","FALSE","Benefits of Grant Writing","educational"
"14...1358","6855","FALSE","Benefits of Grant Writing","history"
"14...1360","6855","FALSE","Benefits of Grant Writing","prospective"
"14...1366","6855","FALSE","Benefits of Grant Writing","professional"
"14...1367","6855","FALSE","Benefits of Grant Writing","answer"
"14...1383","6855","FALSE","Benefits of Grant Writing","related"
"14...1386","6855","FALSE","Benefits of Grant Writing","land"
"14...1387","6855","FALSE","Benefits of Grant Writing","related"
"14...1403","6855","FALSE","Benefits of Grant Writing","trustworthy"
"16...1419","6857","FALSE","Fashion Fair House","considered"
"16...1432","6857","FALSE","Fashion Fair House","worsened"
"16...1433","6857","FALSE","Fashion Fair House","housing"
"16...1450","6857","FALSE","Fashion Fair House","conditions"
"16...1463","6857","FALSE","Fashion Fair House","application"
"16...1465","6857","FALSE","Fashion Fair House","cost"
"16...1467","6857","FALSE","Fashion Fair House","cost"
"16...1473","6857","FALSE","Fashion Fair House","real"
"16...1476","6857","FALSE","Fashion Fair House","red"
"16...1489","6857","FALSE","Fashion Fair House","application"
"16...1494","6857","FALSE","Fashion Fair House","pricing"
"16...1498","6857","FALSE","Fashion Fair House","poverty"
"16...1499","6857","FALSE","Fashion Fair House","completely"
"16...1500","6857","FALSE","Fashion Fair House","removing"
"16...1502","6857","FALSE","Fashion Fair House","governments"
"16...1511","6857","FALSE","Fashion Fair House","simplify"
"19...1525","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","firstly"
"19...1531","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","relative"
"19...1575","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","international"
"19...1587","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","easily"
"19...1613","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","receive"
"19...1621","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","connected"
"19...1628","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","accounts"
"19...1629","6860","FALSE","Banxaas - A senegalese peer-to-peer bitcoin exchange","secured"
"20...1661","6862","FALSE","EDNS","pioneer"
"20...1666","6862","FALSE","EDNS","providing"
"20...1672","6862","FALSE","EDNS","hosting"
"20...1673","6862","FALSE","EDNS","providing"
"20...1676","6862","FALSE","EDNS","identity"
"20...1696","6862","FALSE","EDNS","directly"
"20...1710","6862","FALSE","EDNS","receive"
"20...1720","6862","FALSE","EDNS","verification"
"20...1722","6862","FALSE","EDNS","reality"
"20...1726","6862","FALSE","EDNS","connecting"
"20...1736","6862","FALSE","EDNS","converts"
"20...1739","6862","FALSE","EDNS","real"
"20...1751","6862","FALSE","EDNS","pioneer"
"20...1754","6862","FALSE","EDNS","providing"
"20...1761","6862","FALSE","EDNS","hosting"
"20...1762","6862","FALSE","EDNS","providing"
"20...1765","6862","FALSE","EDNS","identity"
"21...1785","6863","FALSE","reflection of the minds of beauty ","southeast"
"22...1788","6864","FALSE","CryptoTeach","offers"
"22...1805","6864","FALSE","CryptoTeach","information"
"22...1806","6864","FALSE","CryptoTeach","advanced"
"22...1809","6864","FALSE","CryptoTeach","offer"
"22...1815","6864","FALSE","CryptoTeach","organizations"
"22...1820","6864","FALSE","CryptoTeach","offer"
"22...1828","6864","FALSE","CryptoTeach","offering"
"22...1829","6864","FALSE","CryptoTeach","monthly"
"22...1830","6864","FALSE","CryptoTeach","recurring"
"22...1832","6864","FALSE","CryptoTeach","option"
"22...1835","6864","FALSE","CryptoTeach","consumers"
"22...1838","6864","FALSE","CryptoTeach","seasoned"
"22...1850","6864","FALSE","CryptoTeach","connection"
"22...1861","6864","FALSE","CryptoTeach","assured"
"22...1869","6864","FALSE","CryptoTeach","interactive"
"22...1870","6864","FALSE","CryptoTeach","offer"
"22...1883","6864","FALSE","CryptoTeach","providing"
"23...1904","6865","FALSE","Zombieverse ","invest"
"23...1923","6865","FALSE","Zombieverse ","independence"
"23...1925","6865","FALSE","Zombieverse ","popularity"
"24...1936","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","renewable"
"24...1946","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","application"
"24...1947","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","demand"
"24...1955","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","focused"
"24...1957","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","demand"
"24...1959","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","demand"
"24...1961","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","modification"
"24...1962","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","consumer"
"24...1963","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","demand"
"24...1967","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","innovation"
"24...1968","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","incentives"
"24...1971","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","education"
"24...1975","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","application"
"24...1978","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","consumers"
"24...1983","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","real"
"24...1985","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","allowing"
"24...1988","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","predictions"
"24...1989","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","demand"
"24...1990","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","supply"
"24...1993","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","consumers"
"24...1998","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","accessing"
"24...2004","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","application"
"24...2006","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","identity"
"24...2014","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","receive"
"24...2015","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","notifications"
"24...2029","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","additionally"
"24...2044","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","renewable"
"24...2072","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","initially"
"24...2075","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","office"
"24...2080","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","proof"
"24...2083","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","powered"
"24...2084","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","renewable"
"24...2088","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","finally"
"24...2101","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","consumers"
"24...2104","6866","FALSE","Building Out Blockchain for the Renewable Energy Environment","powered"
"25...2125","6867","TRUE","Crystl Finance: Innovative Yield Maximization","offer"
"25...2142","6867","TRUE","Crystl Finance: Innovative Yield Maximization","partnered"
"25...2153","6867","TRUE","Crystl Finance: Innovative Yield Maximization","released"
"25...2163","6867","TRUE","Crystl Finance: Innovative Yield Maximization","audited"
"25...2179","6867","TRUE","Crystl Finance: Innovative Yield Maximization","top"
"25...2180","6867","TRUE","Crystl Finance: Innovative Yield Maximization","allowing"
"25...2197","6867","TRUE","Crystl Finance: Innovative Yield Maximization","allowing"
"25...2215","6867","TRUE","Crystl Finance: Innovative Yield Maximization","deposited"
"25...2220","6867","TRUE","Crystl Finance: Innovative Yield Maximization","additional"
"25...2245","6867","TRUE","Crystl Finance: Innovative Yield Maximization","integration"
"25...2259","6867","TRUE","Crystl Finance: Innovative Yield Maximization","invest"
"25...2263","6867","TRUE","Crystl Finance: Innovative Yield Maximization","top"
"25...2264","6867","TRUE","Crystl Finance: Innovative Yield Maximization","creating"
"25...2269","6867","TRUE","Crystl Finance: Innovative Yield Maximization","wealth"
"25...2277","6867","TRUE","Crystl Finance: Innovative Yield Maximization","expand"
"25...2283","6867","TRUE","Crystl Finance: Innovative Yield Maximization","introductions"
"25...2286","6867","TRUE","Crystl Finance: Innovative Yield Maximization","incentives"
"25...2290","6867","TRUE","Crystl Finance: Innovative Yield Maximization","effective"
"25...2301","6867","TRUE","Crystl Finance: Innovative Yield Maximization","consistently"
"25...2317","6867","TRUE","Crystl Finance: Innovative Yield Maximization","revolutionary"
"25...2335","6867","TRUE","Crystl Finance: Innovative Yield Maximization","tolerance"
"25...2346","6867","TRUE","Crystl Finance: Innovative Yield Maximization","selected"
"25...2361","6867","TRUE","Crystl Finance: Innovative Yield Maximization","opportunities"
"25...2364","6867","TRUE","Crystl Finance: Innovative Yield Maximization","compatibility"
"28...2389","6870","FALSE","Just-Web3","ideally"
"29...2402","6871","TRUE","Buckets - save in cryptos with your goals in mind","focused"
"29...2413","6871","TRUE","Buckets - save in cryptos with your goals in mind","crypto"
"29...2414","6871","TRUE","Buckets - save in cryptos with your goals in mind","investments"
"29...2419","6871","TRUE","Buckets - save in cryptos with your goals in mind","creating"
"29...2421","6871","TRUE","Buckets - save in cryptos with your goals in mind","investing"
"29...2424","6871","TRUE","Buckets - save in cryptos with your goals in mind","received"
"29...2428","6871","TRUE","Buckets - save in cryptos with your goals in mind","reference"
"29...2433","6871","TRUE","Buckets - save in cryptos with your goals in mind","additional"
"29...2434","6871","TRUE","Buckets - save in cryptos with your goals in mind","financing"
"29...2435","6871","TRUE","Buckets - save in cryptos with your goals in mind","efforts"
"29...2451","6871","TRUE","Buckets - save in cryptos with your goals in mind","months"
"29...2457","6871","TRUE","Buckets - save in cryptos with your goals in mind","creating"
"29...2470","6871","TRUE","Buckets - save in cryptos with your goals in mind","invest"
"29...2482","6871","TRUE","Buckets - save in cryptos with your goals in mind","powered"
"29...2486","6871","TRUE","Buckets - save in cryptos with your goals in mind","motivations"
"29...2487","6871","TRUE","Buckets - save in cryptos with your goals in mind","creation"
"29...2504","6871","TRUE","Buckets - save in cryptos with your goals in mind","neglected"
"29...2508","6871","TRUE","Buckets - save in cryptos with your goals in mind","improving"
"29...2527","6871","TRUE","Buckets - save in cryptos with your goals in mind","invest"
"29...2531","6871","TRUE","Buckets - save in cryptos with your goals in mind","suited"
"29...2539","6871","TRUE","Buckets - save in cryptos with your goals in mind","top"
"29...2540","6871","TRUE","Buckets - save in cryptos with your goals in mind","providing"
"29...2544","6871","TRUE","Buckets - save in cryptos with your goals in mind","integration"
"29...2556","6871","TRUE","Buckets - save in cryptos with your goals in mind","information"
"29...2574","6871","TRUE","Buckets - save in cryptos with your goals in mind","opportunities"
"29...2581","6871","TRUE","Buckets - save in cryptos with your goals in mind","convinced"
"29...2583","6871","TRUE","Buckets - save in cryptos with your goals in mind","innovations"
"29...2587","6871","TRUE","Buckets - save in cryptos with your goals in mind","surely"
"29...2605","6871","TRUE","Buckets - save in cryptos with your goals in mind","received"
"29...2610","6871","TRUE","Buckets - save in cryptos with your goals in mind","allowing"
"29...2613","6871","TRUE","Buckets - save in cryptos with your goals in mind","version"
"29...2627","6871","TRUE","Buckets - save in cryptos with your goals in mind","finally"
"29...2631","6871","TRUE","Buckets - save in cryptos with your goals in mind","interactive"
"29...2641","6871","TRUE","Buckets - save in cryptos with your goals in mind","creating"
"29...2644","6871","TRUE","Buckets - save in cryptos with your goals in mind","top"
"32...2669","6874","TRUE","Dexode","analyse"
"32...2675","6874","TRUE","Dexode","easily"
"32...2684","6874","TRUE","Dexode","expanding"
"32...2685","6874","TRUE","Dexode","cover"
"32...2693","6874","TRUE","Dexode","demonstrating"
"32...2703","6874","TRUE","Dexode","version"
"32...2705","6874","TRUE","Dexode","software"
"32...2710","6874","TRUE","Dexode","version"
"32...2711","6874","TRUE","Dexode","necessarily"
"32...2714","6874","TRUE","Dexode","version"
"32...2723","6874","TRUE","Dexode","related"
"32...2730","6874","TRUE","Dexode","respecting"
"32...2734","6874","TRUE","Dexode","acts"
"32...2735","6874","TRUE","Dexode","simply"
"32...2741","6874","TRUE","Dexode","crypto"
"32...2746","6874","TRUE","Dexode","instances"
"32...2751","6874","TRUE","Dexode","decided"
"32...2763","6874","TRUE","Dexode","connect"
"32...2766","6874","TRUE","Dexode","connects"
"32...2773","6874","TRUE","Dexode","automatically"
"32...2776","6874","TRUE","Dexode","automatically"
"32...2793","6874","TRUE","Dexode","apply"
"32...2796","6874","TRUE","Dexode","reporting"
"32...2799","6874","TRUE","Dexode","bed"
"32...2811","6874","TRUE","Dexode","trend"
"32...2832","6874","TRUE","Dexode","react"
"32...2835","6874","TRUE","Dexode","featured"
"32...2841","6874","TRUE","Dexode","completed"
"32...2845","6874","TRUE","Dexode","closed"
"32...2855","6874","TRUE","Dexode","cost"
"32...2859","6874","TRUE","Dexode","credits"
"32...2910","6874","TRUE","Dexode","bed"
"32...2912","6874","TRUE","Dexode","section"
"32...2923","6874","TRUE","Dexode","notifications"
"32...2938","6874","TRUE","Dexode","syncing"
"32...2953","6874","TRUE","Dexode","respected"
"32...2966","6874","TRUE","Dexode","integration"
"32...2969","6874","TRUE","Dexode","completed"
"32...2973","6874","TRUE","Dexode","review"
"32...2981","6874","TRUE","Dexode","redirect"
"32...3012","6874","TRUE","Dexode","credits"
"32...3013","6874","TRUE","Dexode","month"
"32...3016","6874","TRUE","Dexode","credits"
"32...3023","6874","TRUE","Dexode","option"
"32...3026","6874","TRUE","Dexode","implemented"
"32...3035","6874","TRUE","Dexode","function"
"32...3036","6874","TRUE","Dexode","implemented"
"32...3054","6874","TRUE","Dexode","integrated"
"32...3060","6874","TRUE","Dexode","implemented"
"32...3064","6874","TRUE","Dexode","calculation"
"32...3065","6874","TRUE","Dexode","function"
"32...3071","6874","TRUE","Dexode","created"
"32...3076","6874","TRUE","Dexode","options"
"32...3080","6874","TRUE","Dexode","connection"
"32...3082","6874","TRUE","Dexode","react"
"32...3085","6874","TRUE","Dexode","created"
"32...3091","6874","TRUE","Dexode","version"
"32...3095","6874","TRUE","Dexode","created"
"33...3107","6874","TRUE","Dexode","analyse"
"33...3113","6874","TRUE","Dexode","easily"
"33...3122","6874","TRUE","Dexode","expanding"
"33...3123","6874","TRUE","Dexode","cover"
"33...3131","6874","TRUE","Dexode","demonstrating"
"33...3141","6874","TRUE","Dexode","version"
"33...3143","6874","TRUE","Dexode","software"
"33...3148","6874","TRUE","Dexode","version"
"33...3149","6874","TRUE","Dexode","necessarily"
"33...3152","6874","TRUE","Dexode","version"
"33...3161","6874","TRUE","Dexode","related"
"33...3168","6874","TRUE","Dexode","respecting"
"33...3172","6874","TRUE","Dexode","acts"
"33...3173","6874","TRUE","Dexode","simply"
"33...3179","6874","TRUE","Dexode","crypto"
"33...3184","6874","TRUE","Dexode","instances"
"33...3189","6874","TRUE","Dexode","decided"
"33...3201","6874","TRUE","Dexode","connect"
"33...3204","6874","TRUE","Dexode","connects"
"33...3211","6874","TRUE","Dexode","automatically"
"33...3214","6874","TRUE","Dexode","automatically"
"33...3231","6874","TRUE","Dexode","apply"
"33...3234","6874","TRUE","Dexode","reporting"
"33...3237","6874","TRUE","Dexode","bed"
"33...3249","6874","TRUE","Dexode","trend"
"33...3270","6874","TRUE","Dexode","react"
"33...3273","6874","TRUE","Dexode","featured"
"33...3279","6874","TRUE","Dexode","completed"
"33...3283","6874","TRUE","Dexode","closed"
"33...3293","6874","TRUE","Dexode","cost"
"33...3297","6874","TRUE","Dexode","credits"
"33...3348","6874","TRUE","Dexode","bed"
"33...3350","6874","TRUE","Dexode","section"
"33...3361","6874","TRUE","Dexode","notifications"
"33...3376","6874","TRUE","Dexode","syncing"
"33...3391","6874","TRUE","Dexode","respected"
"33...3404","6874","TRUE","Dexode","integration"
"33...3407","6874","TRUE","Dexode","completed"
"33...3411","6874","TRUE","Dexode","review"
"33...3419","6874","TRUE","Dexode","redirect"
"33...3450","6874","TRUE","Dexode","credits"
"33...3451","6874","TRUE","Dexode","month"
"33...3454","6874","TRUE","Dexode","credits"
"33...3461","6874","TRUE","Dexode","option"
"33...3464","6874","TRUE","Dexode","implemented"
"33...3473","6874","TRUE","Dexode","function"
"33...3474","6874","TRUE","Dexode","implemented"
"33...3492","6874","TRUE","Dexode","integrated"
"33...3498","6874","TRUE","Dexode","implemented"
"33...3502","6874","TRUE","Dexode","calculation"
"33...3503","6874","TRUE","Dexode","function"
"33...3509","6874","TRUE","Dexode","created"
"33...3514","6874","TRUE","Dexode","options"
"33...3518","6874","TRUE","Dexode","connection"
"33...3520","6874","TRUE","Dexode","react"
"33...3523","6874","TRUE","Dexode","created"
"33...3529","6874","TRUE","Dexode","version"
"33...3533","6874","TRUE","Dexode","created"
"34...3554","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","brand"
"34...3595","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","organization"
"34...3631","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","brand"
"34...3659","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","mentioned"
"34...3676","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","performance"
"34...3687","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","twitch"
"34...3691","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","type"
"34...3707","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","minted"
"34...3711","6875","TRUE","""Picto Show Shuffle"", An Internet Radio Show and Workshop","respective"
